Label 1,Label 2,Label 3,Label 4,Label 5
loupe,stethoscope,envelope,safety_pin,iPod
web_site,lotion,screen,hand-held_computer,iPod
corkscrew,assault_rifle,revolver,rhinoceros_beetle,can_opener
menu,crossword_puzzle,slide_rule,hard_disc,envelope
envelope,nematode,binder,carton,rule
web_site,sunscreen,pill_bottle,Band_Aid,lotion
submarine,wing,volcano,solar_dish,fountain
web_site,sunscreen,pill_bottle,Band_Aid,lotion
vault,dam,cliff_dwelling,water_bottle,wing
web_site,sunscreen,pill_bottle,Band_Aid,lotion
bulletproof_vest,vault,confectionery,cliff_dwelling,water_bottle
web_site,sunscreen,pill_bottle,Band_Aid,lotion
cliff,wreck,prison,submarine,cliff_dwelling
web_site,sunscreen,pill_bottle,Band_Aid,lotion
alp,valley,monastery,wing,volcano
web_site,sunscreen,pill_bottle,Band_Aid,lotion
solar_dish,paddlewheel,alp,comic_book,radio_telescope
web_site,sunscreen,pill_bottle,Band_Aid,lotion
alp,radio_telescope,wing,killer_whale,greenhouse
web_site,sunscreen,pill_bottle,Band_Aid,lotion
vault,dome,prayer_rug,tray,maze
web_site,sunscreen,pill_bottle,Band_Aid,lotion
web_site,sunscreen,pill_bottle,Band_Aid,lotion
timber_wolf,coyote,lakeside,lynx,Scottish_deerhound
worm_fence,stone_wall,apiary,lakeside,park_bench
web_site,sunscreen,pill_bottle,Band_Aid,lotion
lakeside,worm_fence,park_bench,stone_wall,goose
